x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
6.20093717,19.75000198,1.05553098,1.05553098,2.11106197,5.86307889,18.75000326,6.53879545,20.75000070
6.19145197,19.75306625,1.05865599,1.05865599,2.11731198,5.85290417,18.75000200,6.52999977,20.75613050
6.18636725,19.76917759,1.07554808,1.07554808,2.15109616,5.84273509,18.75000115,6.52999942,20.78835402
6.17780708,19.77500074,1.08157839,1.08157839,2.16315678,5.83256781,18.75000237,6.52304636,20.79999911
6.17108448,19.78629076,1.06955202,1.06955202,2.13910404,5.83000085,18.77258297,6.51216810,20.79999855
6.16516984,19.80000047,1.05497803,1.05497803,2.10995607,5.82904563,18.80000089,6.50129404,20.80000006
6.15464462,19.79999989,1.05486567,1.05486567,2.10973134,5.81886985,18.80000145,6.49041939,20.79999834
6.14412126,19.79999982,1.05475466,1.05475466,2.10950933,5.80869446,18.80000169,6.47954806,20.79999795
6.13360072,19.79999956,1.05464475,1.05464475,2.10928949,5.79852160,18.80000080,6.46867985,20.79999832
6.12308314,19.80000096,1.05453371,1.05453371,2.10906742,5.78835390,18.80000212,6.45781238,20.79999980
6.11347335,19.80271272,1.05156249,1.05156249,2.10312497,5.78000002,18.80542680,6.44694669,20.79999863
6.10804212,19.81793384,1.03540524,1.03540524,2.07081048,5.78000049,18.83586832,6.43608375,20.79999937
6.10227087,19.83215636,1.03539066,1.03539066,2.07078132,5.77454199,18.85000179,6.42999975,20.81431093
6.09718253,19.84845375,1.05246211,1.05246211,2.10492422,5.76436499,18.85000046,6.43000006,20.84690705
6.08717260,19.84999877,1.05398071,1.05398071,2.10796142,5.75418849,18.85000031,6.42015670,20.84999723
6.07664987,19.84999907,1.05387081,1.05387081,2.10774163,5.74401502,18.85000020,6.40928471,20.84999795
6.06612914,19.84999957,1.05376094,1.05376094,2.10752189,5.73384167,18.85000099,6.39841662,20.84999815
6.05561137,19.84999871,1.05365108,1.05365108,2.10730216,5.72367299,18.84999995,6.38754975,20.84999746
6.04509511,19.84999995,1.05354121,1.05354121,2.10708241,5.71350407,18.85000172,6.37668616,20.84999817
6.03458090,19.84999869,1.05343263,1.05343263,2.10686525,5.70333759,18.84999960,6.36582421,20.84999777
6.02406946,19.84999994,1.05332397,1.05332397,2.10664794,5.69317288,18.85000052,6.35496604,20.84999936
6.01355955,19.84999949,1.05321533,1.05321533,2.10643067,5.68300875,18.85000013,6.34411035,20.84999884
6.00662882,19.86083183,1.04169920,1.04169920,2.08339840,5.68000044,18.87166494,6.33325721,20.84999871
6.00079365,19.87500062,1.02667238,1.02667238,2.05334476,5.67918079,18.90000249,6.32240651,20.84999874
5.99028152,19.87500064,1.02656734,1.02656734,2.05313467,5.66900519,18.90000217,6.31155785,20.84999911
5.97977133,19.87499897,1.02646237,1.02646237,2.05292475,5.65882966,18.90000079,6.30071300,20.84999715
5.96926344,19.87499981,1.02635741,1.02635741,2.05271482,5.64865635,18.90000206,6.28987054,20.84999757
5.95875866,19.87500055,1.02625365,1.02625365,2.05250729,5.63848475,18.90000251,6.27903257,20.84999858
5.94909828,19.87757174,1.02344478,1.02344478,2.04688957,5.62999999,18.90514410,6.26819658,20.84999937
5.94368147,19.89308585,1.00701409,1.00701409,2.01402819,5.63000026,18.93617337,6.25736267,20.84999832
5.93544019,19.89999935,0.99963747,0.99963747,1.99927495,5.62434802,18.95000106,6.24653236,20.84999763
5.92493434,19.90000009,0.99953853,0.99953853,1.99907707,5.61416222,18.95000116,6.23570647,20.84999902
5.91698932,19.90783161,1.00767820,1.00767820,2.01535640,5.60397884,18.95000083,6.22999981,20.86566238
5.91189776,19.92441078,1.02501951,1.02501951,2.05003903,5.59379541,18.95000024,6.23000010,20.89882132
5.90158208,19.92500037,1.02553833,1.02553833,2.05107666,5.58361354,18.95000044,6.21955061,20.90000031
5.89107630,19.92500072,1.02543704,1.02543704,2.05087409,5.57343216,18.95000157,6.20872044,20.89999986
5.88057191,19.92500053,1.02533692,1.02533692,2.05067383,5.56325258,18.95000092,6.19789123,20.90000014
5.87006978,19.92500061,1.02523679,1.02523679,2.05047358,5.55307234,18.95000159,6.18706722,20.89999964
5.85957013,19.92500065,1.02513790,1.02513790,2.05027581,5.54289228,18.95000174,6.17624797,20.89999955
5.84907208,19.92500050,1.02503905,1.02503905,2.05007809,5.53271380,18.95000179,6.16543036,20.89999921
