x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
-7.36087847,-11.30626488,3.00000000,1.25023682,4.25023682,-9.93049729,-12.85450852,-6.29000112,-10.66104114
-7.36572838,-11.29751873,3.00000000,1.25281982,4.25281982,-9.94166577,-12.83522701,-6.28999990,-10.65536159
-7.37053394,-11.28875637,3.00000000,1.25536621,4.25536621,-9.95273143,-12.81592876,-6.28999945,-10.64970283
-7.37530231,-11.27996635,3.00000000,1.25788086,4.25788086,-9.96371019,-12.79658890,-6.28999941,-10.64405620
-7.38002920,-11.27115536,3.00000000,1.26036133,4.26036133,-9.97459203,-12.77722466,-6.29000032,-10.63842486
-7.38471413,-11.26232624,3.00000000,1.26281250,4.26281250,-9.98537165,-12.75784642,-6.28999985,-10.63280572
-7.38935995,-11.25346470,3.00000000,1.26522949,4.26522949,-9.99606299,-12.73842233,-6.29000076,-10.62719397
-7.39396524,-11.24458218,3.00000000,1.26761719,4.26761719,-10.00665641,-12.71897879,-6.29000117,-10.62159201
-7.39853096,-11.23567963,3.00000000,1.26997559,4.26997559,-10.01715589,-12.69951156,-6.29000105,-10.61600269
-7.40305376,-11.22676277,3.00000000,1.27230469,4.27230469,-10.02755022,-12.68004093,-6.29000071,-10.61042524
-7.40754032,-11.21782017,3.00000000,1.27460693,4.27460693,-10.03785807,-12.66053578,-6.28999991,-10.60485506
-7.41198397,-11.20886326,3.00000000,1.27687744,4.27687744,-10.04806238,-12.64102590,-6.29000095,-10.59929787
-7.41638899,-11.19988728,3.00000000,1.27912109,4.27912109,-10.05817515,-12.62149435,-6.29000086,-10.59375141
-7.42075157,-11.19089890,3.00000000,1.28133789,4.28133789,-10.06818163,-12.60196722,-6.29000075,-10.58821379
-7.42507744,-11.18188477,3.00000000,1.28352783,4.28352783,-10.07810187,-12.58240637,-6.29000054,-10.58268195
-7.42936420,-11.17284870,3.00000000,1.27953857,4.27953857,-10.08792347,-12.56283531,-6.29545449,-10.58000154
-7.43360901,-11.16380024,3.00000000,1.26961914,4.26961914,-10.09764212,-12.54326642,-6.30617320,-10.58000135
-7.43781948,-11.15472507,3.00000000,1.25948975,4.25948975,-10.10727423,-12.52367038,-6.31710252,-10.58000089
-7.44199228,-11.14563179,3.00000000,1.24915283,4.24915283,-10.11681145,-12.50406551,-6.32823964,-10.58000135
-7.44612789,-11.13652134,3.00000000,1.23860596,4.23860596,-10.12625229,-12.48445815,-6.33958854,-10.58000049
-7.45022011,-11.12740612,3.00000000,1.22786621,4.22786621,-10.13559073,-12.46486068,-6.35112816,-10.58000103
-7.45427847,-11.11826515,3.00000000,1.22013184,4.22013184,-10.14483756,-12.44525141,-6.35999954,-10.57856576
-7.45830011,-11.10910702,3.00000000,1.22228516,4.22228516,-10.15398991,-12.42563900,-6.35999957,-10.57271452
-7.46228313,-11.09993744,3.00000000,1.22441406,4.22441406,-10.16304374,-12.40603536,-6.36000005,-10.56686922
-7.46622992,-11.09074402,3.00000000,1.22651855,4.22651855,-10.17200768,-12.38641620,-6.36000104,-10.56102203
-7.47013807,-11.08153725,3.00000000,1.22860107,4.22860107,-10.18087363,-12.36680487,-6.36000053,-10.55517685
-7.47400999,-11.07231331,3.00000000,1.23066162,4.23066162,-10.18964577,-12.34719470,-6.36000042,-10.54933077
-7.47784138,-11.06308460,3.00000000,1.23269775,4.23269775,-10.19831800,-12.32760319,-6.35999957,-10.54349486
-7.48164082,-11.05383396,3.00000000,1.23471436,4.23471436,-10.20690411,-12.30800298,-6.36000024,-10.53765380
-7.48540497,-11.04456520,3.00000000,1.23671143,4.23671143,-10.21539682,-12.28840807,-6.36000093,-10.53180697
-7.48913145,-11.03528881,3.00000000,1.23868896,4.23868896,-10.22378874,-12.26884040,-6.36000152,-10.52595990
-7.49282360,-11.02599430,3.00000000,1.24064941,4.24064941,-10.23209250,-12.24927071,-6.35999948,-10.52010858
-7.49648142,-11.01668453,3.00000000,1.24258789,4.24258789,-10.24030507,-12.22971034,-6.36000074,-10.51425414
-7.50010538,-11.00735855,3.00000000,1.24450928,4.24450928,-10.24842834,-12.21015584,-6.36000091,-10.50839442
-7.50369024,-10.99803066,3.00000000,1.24641113,4.24641113,-10.25645012,-12.19063798,-6.36000006,-10.50253765
-7.50724077,-10.98868370,3.00000000,1.24829102,4.24829102,-10.26438516,-12.17111972,-6.36000125,-10.49667561
-7.51075745,-10.97932053,3.00000000,1.25015625,4.25015625,-10.27222860,-12.15161601,-6.36000064,-10.49080302
-7.51424122,-10.96994305,3.00000000,1.25200439,4.25200439,-10.27998191,-12.13213018,-6.36000138,-10.48492192
-7.51768637,-10.96056366,3.00000000,1.25383545,4.25383545,-10.28763580,-12.11268348,-6.35999944,-10.47904077
-7.52110195,-10.95116234,3.00000000,1.25564941,4.25564941,-10.29520702,-12.09323969,-6.36000082,-10.47314608
-7.52448511,-10.94174576,3.00000000,1.25745117,4.25745117,-10.30268967,-12.07381418,-6.35999958,-10.46723884
